thermostat_id,equipment_type,zipcode,utc_offset,interval_data_filename
5443B2FB2EA4,1,19020,-5,thermo_5443b2-fb2ea4-ZAN9ri.csv
5443B2FAFD38,3,28679,-5,thermo_5443b2-fafd38-LRjPTh.csv
5443B2F9CA60,4,11216,-5,thermo_5443b2-f9ca60-CCjf10.csv
5443B2F9CCEC,4,4046,-5,thermo_5443b2-f9ccec-gCy1Dc.csv
5443B2FAF8D8,1,10703,-5,thermo_5443b2-faf8d8-sZGDcY.csv
5443B2FAFDA8,1,32222,-5,thermo_5443b2-fafda8-rhXPIb.csv
5443B2FAFBC4,3,33458,-5,thermo_5443b2-fafbc4-yTUSzV.csv
5443B2FAFE1C,4,11768,-5,thermo_5443b2-fafe1c-USmhPE.csv
5443B2FAFD60,1,34744,-5,thermo_5443b2-fafd60-LWyvdA.csv
5443B2FAFC84,4,48450,-5,thermo_5443b2-fafc84-lu1jsc.csv
5443B2FB19DC,1,32833,-5,thermo_5443b2-fb19dc-debUVD.csv
5443B2F9CAD4,3,45373,-5,thermo_5443b2-f9cad4-IKDfdP.csv
5443B2F9CBB0,1,22473,-5,thermo_5443b2-f9cbb0-PIaSkd.csv
5443B2FA3714,4,3057,-5,thermo_5443b2-fa3714-Xp3Yp9.csv
5443B2F9CD30,3,49615,-5,thermo_5443b2-f9cd30-KVTyzW.csv
5443B2FAE240,2,10023,-5,thermo_5443b2-fae240-3BhyaN.csv
5443B2FAFE18,4,3825,-5,thermo_5443b2-fafe18-khEHPT.csv
5443B2FAFDC8,1,32803,-5,thermo_5443b2-fafdc8-dPiII0.csv
5443B2FADEF4,1,33615,-5,thermo_5443b2-fadef4-tCScB9.csv
5443B2FAFC7C,1,32955,-5,thermo_5443b2-fafc7c-7frFiA.csv
5443B2F9CD1C,3,30101,-5,thermo_5443b2-f9cd1c-tpBHRG.csv
5443B2FAF748,3,33018,-5,thermo_5443b2-faf748-jJEZCn.csv
5443B2FAF7F4,3,33137,-5,thermo_5443b2-faf7f4-mHaxrF.csv
5443B2FAFBE8,3,33308,-5,thermo_5443b2-fafbe8-2eHXgN.csv
5443B2FAF7D0,1,21754,-5,thermo_5443b2-faf7d0-tQXtS9.csv
5443B2FAEE1C,3,49779,-5,thermo_5443b2-faee1c-dLQXMW.csv
5443B2FAF888,3,32703,-5,thermo_5443b2-faf888-23izIt.csv
5443B2FADEB4,3,48854,-5,thermo_5443b2-fadeb4-92obfB.csv
5443B2F9B36C,3,33193,-5,thermo_5443b2-f9b36c-Hjn73M.csv
5443B2FA5AA8,4,1867,-5,thermo_5443b2-fa5aa8-gOYYDx.csv
5443B2FAFDB8,1,34744,-5,thermo_5443b2-fafdb8-eb5oRr.csv
