thermostat_id,equipment_type,zipcode,utc_offset,interval_data_filename
5443B2FB2C58,1,29707,-5,thermo_5443b2-fb2c58-q846qO.csv
5443B2FA5950,3,32789,-5,thermo_5443b2-fa5950-SbkrJZ.csv
5443B2FA595C,3,20902,-5,thermo_5443b2-fa595c-DpRJz4.csv
5443B2FAFC58,3,11795,-5,thermo_5443b2-fafc58-7qAZwH.csv
5443B2FAFD04,3,7730,-5,thermo_5443b2-fafd04-vGjJKc.csv
5443B2FAF644,4,1867,-5,thermo_5443b2-faf644-zaOPq5.csv
5443B2FAEC6C,3,48446,-5,thermo_5443b2-faec6c-2rKLJF.csv
5443B2FAFCE0,3,15025,-5,thermo_5443b2-fafce0-UlOQgQ.csv
5443B2FAF6A4,3,19317,-5,thermo_5443b2-faf6a4-fyB5qK.csv
5443B2F9B290,3,5352,-5,thermo_5443b2-f9b290-xNokpy.csv
5443B2FAF77C,3,44223,-5,thermo_5443b2-faf77c-PPn0UH.csv
5443B2FAF8C4,3,34952,-5,thermo_5443b2-faf8c4-FHPQvG.csv
5443B2FB19B4,1,23234,-5,thermo_5443b2-fb19b4-hPAxPb.csv
5443B2FB2BFC,1,30127,-5,thermo_5443b2-fb2bfc-6hI8TD.csv
5443B2F9B248,1,27302,-5,thermo_5443b2-f9b248-3AH9B2.csv
5443B2FAF124,4,6757,-5,thermo_5443b2-faf124-geWTXt.csv
5443B2FAFD9C,3,6708,-5,thermo_5443b2-fafd9c-jcojyv.csv
5443B2FAF670,3,20817,-5,thermo_5443b2-faf670-nvUagQ.csv
5443B2FAF91C,3,34201,-5,thermo_5443b2-faf91c-xs2mWv.csv
5443B2FAF0F0,5,47331,-5,thermo_5443b2-faf0f0-MwIAAH.csv
5443B2FA5944,1,37752,-5,thermo_5443b2-fa5944-4nsNZB.csv
5443B2F9B320,1,30058,-5,thermo_5443b2-f9b320-Y1zkWh.csv
5443B2F9CA84,3,28269,-5,thermo_5443b2-f9ca84-PQT0Rq.csv
5443B2F9CA94,3,33914,-5,thermo_5443b2-f9ca94-XNM65N.csv
5443B2FB0FA4,3,28031,-5,thermo_5443b2-fb0fa4-fAt2Qm.csv
5443B2F9B250,3,33993,-5,thermo_5443b2-f9b250-jc5lkG.csv
5443B2FB174C,3,28031,-5,thermo_5443b2-fb174c-66HgXd.csv
5443B2FAF880,3,48146,-5,thermo_5443b2-faf880-4Cp2P4.csv
5443B2F9C5E4,3,22554,-5,thermo_5443b2-f9c5e4-qOrrUW.csv
5443B2F9CC30,4,11783,-5,thermo_5443b2-f9cc30-t0TJ9r.csv
5443B2F9B574,3,21901,-5,thermo_5443b2-f9b574-LWuyXU.csv
5443B2F9CD18,4,1810,-5,thermo_5443b2-f9cd18-vh9fGU.csv
5443B2FAFD68,1,32206,-5,thermo_5443b2-fafd68-L0Zju1.csv
B0A732C9EDD8,1,43072,-5,thermo_b0a732-c9edd8-41ydlz.csv
5443B2F9C5AC,3,49006,-5,thermo_5443b2-f9c5ac-QwtIHy.csv
5443B2FAF8C0,3,20607,-5,thermo_5443b2-faf8c0-zlYZKJ.csv
5443B2F9B5AC,1,33547,-5,thermo_5443b2-f9b5ac-BzM5PK.csv
5443B2FAF858,3,34222,-5,thermo_5443b2-faf858-hUikn5.csv
B0A732C8CE9C,1,45373,-5,thermo_b0a732-c8ce9c-2m0WTh.csv
5443B2F9CC08,1,34652,-5,thermo_5443b2-f9cc08-bLBZ0d.csv
5443B2FAF920,3,37363,-5,thermo_5443b2-faf920-TaW9E5.csv
5443B2F9BB20,3,23608,-5,thermo_5443b2-f9bb20-e1fXPD.csv
5443B2F9B4E0,3,20678,-5,thermo_5443b2-f9b4e0-o9sRIZ.csv
B0A732CA337C,2,30115,-5,thermo_b0a732-ca337c-3VPsIV.csv
5443B2FAEC98,1,33616,-5,thermo_5443b2-faec98-nCGoPQ.csv
B0A732C9E224,3,34223,-5,thermo_b0a732-c9e224-N5WDdw.csv
5443B2FA5A7C,1,29403,-5,thermo_5443b2-fa5a7c-GOxdUG.csv
B0A732C52FA0,3,33021,-5,thermo_b0a732-c52fa0-Y869jU.csv
B0A732C9D36C,3,3246,-5,thermo_b0a732-c9d36c-e88DET.csv
5443B2FB29B0,1,15501,-5,thermo_5443b2-fb29b0-GV5ycJ.csv
5443B2F9B548,3,43015,-5,thermo_5443b2-f9b548-Oiy56I.csv
24DCC3A142F8,3,30143,-5,thermo_24dcc3-a142f8-tOOcLq.csv
5443B2FAF7D8,3,19090,-5,thermo_5443b2-faf7d8-j73iVq.csv
B0A732C9E000,3,3254,-5,thermo_b0a732-c9e000-JGniSk.csv
5443B2F9CBE0,3,8260,-5,thermo_5443b2-f9cbe0-f7ZkTx.csv
A842E3405E98,4,45377,-5,thermo_a842e3-405e98-U6qNlh.csv
5443B2FB1844,3,33415,-5,thermo_5443b2-fb1844-H9xjyC.csv
5443B2FAF630,3,33169,-5,thermo_5443b2-faf630-Xj8zuN.csv
B0A732C8CBF8,3,3254,-5,thermo_b0a732-c8cbf8-sfq2il.csv
B0A732C9E6F8,2,33009,-5,thermo_b0a732-c9e6f8-Rsupa8.csv
B0A732C9C6D0,1,32904,-5,thermo_b0a732-c9c6d0-VuD10R.csv
B0A732C56604,3,3254,-5,thermo_b0a732-c56604-ksP8KP.csv
B0A732C8D4C4,3,3254,-5,thermo_b0a732-c8d4c4-CpU1Ck.csv
B0A732C8CBFC,3,3254,-5,thermo_b0a732-c8cbfc-cTI0uW.csv
5443B2FAFE60,3,33460,-5,thermo_5443b2-fafe60-sDyaEG.csv
5443B2F9DD08,4,3254,-5,thermo_5443b2-f9dd08-iJZYgp.csv
5443B2FAFC54,4,3254,-5,thermo_5443b2-fafc54-gbLL15.csv
5443B2FAF108,4,18058,-5,thermo_5443b2-faf108-rE1gy3.csv
B0A732C9D2B8,3,20016,-5,thermo_b0a732-c9d2b8-k6gRKk.csv
B0A732C3F4C4,4,4217,-5,thermo_b0a732-c3f4c4-TBUo6w.csv
B0A732C61544,3,2152,-5,thermo_b0a732-c61544-Wff1wZ.csv
5443B2FA5A6C,3,39114,-5,thermo_5443b2-fa5a6c-5wfdMc.csv
5443B2FB1740,1,30024,-5,thermo_5443b2-fb1740-zalPzT.csv
5443B2F9C5A8,4,3825,-5,thermo_5443b2-f9c5a8-XgCTPR.csv
24DCC3A1A558,3,30114,-5,thermo_24dcc3-a1a558-49dMLR.csv
5443B2FA5948,4,11783,-5,thermo_5443b2-fa5948-0F1gha.csv
5443B2F9DCFC,3,34613,-5,thermo_5443b2-f9dcfc-nuQWIu.csv
5443B2F9B428,3,44864,-5,thermo_5443b2-f9b428-6Lnk4P.csv
5443B2F9B254,4,13118,-5,thermo_5443b2-f9b254-iNdEfO.csv
5443B2FB29F4,4,3825,-5,thermo_5443b2-fb29f4-DreJ71.csv
5443B2FAFBE0,4,18058,-5,thermo_5443b2-fafbe0-Gw2wwr.csv
B0A732C8D13C,1,19808,-5,thermo_b0a732-c8d13c-J7L21g.csv
5443B2FA3700,4,3281,-5,thermo_5443b2-fa3700-gTo4pk.csv
5443B2F9CBEC,4,2644,-5,thermo_5443b2-f9cbec-hn57CX.csv
5443B2FAFCF4,3,19317,-5,thermo_5443b2-fafcf4-XVx8kk.csv
5443B2F9B460,3,33021,-5,thermo_5443b2-f9b460-HLAvR7.csv
5443B2FAFB10,3,45242,-5,thermo_5443b2-fafb10-lzYdEO.csv
5443B2FAE1E4,4,1879,-5,thermo_5443b2-fae1e4-mNv8ox.csv
5443B2FB11F0,4,1879,-5,thermo_5443b2-fb11f0-KOZzYX.csv
5443B2FB140C,3,28054,-5,thermo_5443b2-fb140c-Tg68ym.csv
B0A732C56648,3,10469,-5,thermo_b0a732-c56648-mOi9je.csv
A842E3405CB4,3,6067,-5,thermo_a842e3-405cb4-DZe9to.csv
5443B2F9CAA0,3,33179,-5,thermo_5443b2-f9caa0-GapJyG.csv
5443B2F9CCF8,1,27028,-5,thermo_5443b2-f9ccf8-tyBIdv.csv
5443B2FB13EC,3,22554,-5,thermo_5443b2-fb13ec-xYNj7J.csv
24DCC3A02B00,3,30115,-5,thermo_24dcc3-a02b00-jjnUUb.csv
B0A732C9E980,3,33903,-5,thermo_b0a732-c9e980-VQKyfw.csv
B0A732C8CEAC,3,22580,-5,thermo_b0a732-c8ceac-STgYht.csv
B0A732C9CE7C,3,22580,-5,thermo_b0a732-c9ce7c-EvVcoo.csv
B0A732C9C6B0,3,20817,-5,thermo_b0a732-c9c6b0-m1O9op.csv
5443B2F9DCD0,3,44067,-5,thermo_5443b2-f9dcd0-bHz6KJ.csv
5443B2FAFD6C,4,2420,-5,thermo_5443b2-fafd6c-NxzHm4.csv
B0A732C9EED4,3,11375,-5,thermo_b0a732-c9eed4-WfDPZI.csv
B0A732C9E03C,4,15905,-5,thermo_b0a732-c9e03c-0PADvw.csv
48E729296BE4,3,3836,-5,thermo_48e729-296be4-sbAAlR.csv
B0A732C9EC1C,4,1879,-5,thermo_b0a732-c9ec1c-FmNVmW.csv
B0A732C9C754,3,5477,-5,thermo_b0a732-c9c754-agKNfS.csv
B0A732C8C928,1,6060,-5,thermo_b0a732-c8c928-oxMp2b.csv
48E7292968E8,1,47031,-5,thermo_48e729-2968e8-2IKyJO.csv
5443B2FB2CBC,4,3812,-5,thermo_5443b2-fb2cbc-hmtdhK.csv
B0A732C9EB20,3,33183,-5,thermo_b0a732-c9eb20-TTWE9m.csv
B0A732C9D774,4,45377,-5,thermo_b0a732-c9d774-Vkrjlu.csv
B0A732C9EDB8,3,27613,-5,thermo_b0a732-c9edb8-lUg1jz.csv
5443B2FB1418,4,4444,-5,thermo_5443b2-fb1418-9hqmi7.csv
5443B2FB2C74,4,2840,-5,thermo_5443b2-fb2c74-Th3Hgt.csv
B0A732CA7D70,3,29164,-5,thermo_b0a732-ca7d70-KnuPuO.csv
A842E3405F10,3,29164,-5,thermo_a842e3-405f10-fEQolj.csv
5443B2FAEE14,4,3221,-5,thermo_5443b2-faee14-VR1kj5.csv
5443B2F9CC90,1,30252,-5,thermo_5443b2-f9cc90-bbRwOp.csv
B0A732C9D8B0,1,30252,-5,thermo_b0a732-c9d8b0-8P0TeQ.csv
5443B2FAF92C,3,23238,-5,thermo_5443b2-faf92c-IPqnbt.csv
5443B2FAF85C,1,30252,-5,thermo_5443b2-faf85c-iTAysk.csv
5443B2F9BAF8,1,29203,-5,thermo_5443b2-f9baf8-cgvMom.csv
B0A732CA3390,3,29203,-5,thermo_b0a732-ca3390-BsCF8g.csv
5443B2F9B35C,3,33484,-5,thermo_5443b2-f9b35c-jf0TDu.csv
5443B2FAFC98,3,26501,-5,thermo_5443b2-fafc98-fkWFN6.csv
B0A732C531E8,3,3446,-5,thermo_b0a732-c531e8-vtllU0.csv
B0A732C9EDC4,3,1075,-5,thermo_b0a732-c9edc4-O9eupC.csv
5443B2F9CBA4,3,48843,-5,thermo_5443b2-f9cba4-dLRDny.csv
B0A732C9EE7C,4,2739,-5,thermo_b0a732-c9ee7c-NWk2h5.csv
5443B2FB2C90,3,29138,-5,thermo_5443b2-fb2c90-Qu0SdM.csv
B0A732C9D2AC,4,6807,-5,thermo_b0a732-c9d2ac-kfxWnd.csv
5443B2F9BB54,4,1095,-5,thermo_5443b2-f9bb54-Po1StX.csv
B0A732CA0664,3,13811,-5,thermo_b0a732-ca0664-3HmuyD.csv
A842E3405EA0,3,5477,-5,thermo_a842e3-405ea0-M1c3IK.csv
B0A732C9CA5C,1,48822,-5,thermo_b0a732-c9ca5c-KYavw7.csv
B0A732CA2CDC,1,5201,-5,thermo_b0a732-ca2cdc-FeiHW3.csv
24DCC3A1968C,3,23236,-5,thermo_24dcc3-a1968c-WkgVAa.csv
24DCC3AFE304,3,23236,-5,thermo_24dcc3-afe304-aH1irU.csv
B0A732CA3374,1,32174,-5,thermo_b0a732-ca3374-vL6luN.csv
5443B2F9DD14,1,46012,-5,thermo_5443b2-f9dd14-z9epD0.csv
B0A732C9C6B4,1,34683,-5,thermo_b0a732-c9c6b4-TJQgrH.csv
B0A732CA33F0,4,1824,-5,thermo_b0a732-ca33f0-YoEgAe.csv
B0A732C9E210,4,3063,-5,thermo_b0a732-c9e210-vHMliY.csv
B0A732C9DA78,3,5201,-5,thermo_b0a732-c9da78-kUQpnc.csv
A842E3405DCC,1,45371,-5,thermo_a842e3-405dcc-smbJnY.csv
B0A732C8CD34,3,3862,-5,thermo_b0a732-c8cd34-po5knU.csv
B0A732C60A04,4,1890,-5,thermo_b0a732-c60a04-c8t61t.csv
A842E3405ECC,4,1890,-5,thermo_a842e3-405ecc-jBgozt.csv
B0A732C8D20C,4,1890,-5,thermo_b0a732-c8d20c-BE2EPz.csv
B0A732C3F47C,3,3862,-5,thermo_b0a732-c3f47c-SwoF4d.csv
48E72929B880,3,2038,-5,thermo_48e729-29b880-X07rzL.csv
B0A732C8E2C4,4,2453,-5,thermo_b0a732-c8e2c4-1UB8QW.csv
A842E3405DD4,3,46554,-5,thermo_a842e3-405dd4-RLPPrB.csv
24DCC3A11A80,1,5201,-5,thermo_24dcc3-a11a80-yVJ7NK.csv
24DCC3A11504,1,5201,-5,thermo_24dcc3-a11504-oH7vHF.csv
24DCC3A18E00,1,5201,-5,thermo_24dcc3-a18e00-9KF6sZ.csv
24DCC3A18478,4,5201,-5,thermo_24dcc3-a18478-uSXGCi.csv
B0A732C8E2DC,1,5201,-5,thermo_b0a732-c8e2dc-6J4FVG.csv
B0A732C56620,3,17362,-5,thermo_b0a732-c56620-lFv42N.csv
24DCC3A0C360,4,2601,-5,thermo_24dcc3-a0c360-SZPg7B.csv
24DCC3A10B18,3,47591,-5,thermo_24dcc3-a10b18-sU0ldz.csv
24DCC3AFCF44,3,47591,-5,thermo_24dcc3-afcf44-c2Qev0.csv
B0A732C8CD1C,4,4003,-5,thermo_b0a732-c8cd1c-dlBsJo.csv
B0A732C9EDEC,1,40360,-5,thermo_b0a732-c9edec-QGD4J0.csv
24DCC3A0A3B8,1,10002,-5,thermo_24dcc3-a0a3b8-dMRcVi.csv
5443B2FB183C,4,2840,-5,thermo_5443b2-fb183c-xEWW6W.csv
B0A732C56630,3,16424,-5,thermo_b0a732-c56630-CVQ20q.csv
5443B2FB1640,1,33322,-5,thermo_5443b2-fb1640-qH7YaP.csv
B0A732C9C7C4,3,20678,-5,thermo_b0a732-c9c7c4-6QMCpH.csv
B0A732C8D484,3,20678,-5,thermo_b0a732-c8d484-JhNJ2v.csv
24DCC3A12F54,1,47591,-5,thermo_24dcc3-a12f54-1tfqDU.csv
24DCC3A113F8,1,47591,-5,thermo_24dcc3-a113f8-8lmHDB.csv
B0A732C9C6F8,3,20678,-5,thermo_b0a732-c9c6f8-QQz67G.csv
B0A732C9E040,1,32626,-5,thermo_b0a732-c9e040-qmkPHG.csv
5443B2F9B2B4,3,33317,-5,thermo_5443b2-f9b2b4-sFuREU.csv
24DCC3B038B4,1,5201,-5,thermo_24dcc3-b038b4-KQ6bGu.csv
B0A732C6160C,1,28512,-5,thermo_b0a732-c6160c-JMqMQW.csv
B0A732CA7CE8,3,53108,-5,thermo_b0a732-ca7ce8-D3Iz1C.csv
B0A732C8C8C4,1,27215,-5,thermo_b0a732-c8c8c4-QjB1qA.csv
B0A732C9E05C,1,27215,-5,thermo_b0a732-c9e05c-rXfvub.csv
B0A732C9D0BC,1,27215,-5,thermo_b0a732-c9d0bc-WpklLy.csv
24DCC3A14514,1,30331,-5,thermo_24dcc3-a14514-Vk3R1K.csv
A842E3405CC4,1,28787,-5,thermo_a842e3-405cc4-UoImtG.csv
A842E3405CB0,3,28117,-5,thermo_a842e3-405cb0-HsvNsh.csv
24DCC3AFA768,3,47802,-5,thermo_24dcc3-afa768-wgfgif.csv
5443B2F9CCCC,3,33914,-5,thermo_5443b2-f9cccc-PaHndD.csv
24DCC3A18A80,3,47591,-5,thermo_24dcc3-a18a80-13cA9d.csv
B0A732C8C8B4,3,33917,-5,thermo_b0a732-c8c8b4-jjNvX6.csv
24DCC3A18848,1,45371,-5,thermo_24dcc3-a18848-AaRo42.csv
B0A732C9D27C,4,19076,-5,thermo_b0a732-c9d27c-4x64k6.csv
5443B2F9B4B0,3,48036,-5,thermo_5443b2-f9b4b0-Pqtgqg.csv
5443B2F9B4B8,1,22901,-5,thermo_5443b2-f9b4b8-tCIpDj.csv
5443B2F9CA80,3,44830,-5,thermo_5443b2-f9ca80-FpFqlY.csv
B0A732C8CF48,3,75002,-5,thermo_b0a732-c8cf48-ptGJzW.csv
5443B2FAF674,3,27822,-5,thermo_5443b2-faf674-xcYEFD.csv
B0A732CA7CE0,3,10954,-5,thermo_b0a732-ca7ce0-L07UyD.csv
24DCC3AFE70C,1,23156,-5,thermo_24dcc3-afe70c-FVBuLV.csv
B0A732C9D01C,1,30582,-5,thermo_b0a732-c9d01c-OE5iQy.csv
B0A732C531C4,1,20850,-5,thermo_b0a732-c531c4-HxAmF3.csv
24DCC3AFCF14,2,24162,-5,thermo_24dcc3-afcf14-lCl0T8.csv
B0A732C9EC68,4,2631,-5,thermo_b0a732-c9ec68-4gSIzN.csv
B0A732C9E3C0,1,29405,-5,thermo_b0a732-c9e3c0-Fwd9MX.csv
B0A732C9C5C8,4,3848,-5,thermo_b0a732-c9c5c8-zdWc4M.csv
24DCC39F98A0,1,47591,-5,thermo_24dcc3-9f98a0-eoX1c7.csv
24DCC3B037E4,1,47591,-5,thermo_24dcc3-b037e4-R5cYIw.csv
24DCC3AFD26C,1,47591,-5,thermo_24dcc3-afd26c-MpUIM9.csv
24DCC3AFE26C,3,47591,-5,thermo_24dcc3-afe26c-rC3kq4.csv
24DCC3AFE494,3,47591,-5,thermo_24dcc3-afe494-9p8zfv.csv
24DCC3AFCA9C,3,47591,-5,thermo_24dcc3-afca9c-uywyG5.csv
24DCC3A0EDBC,3,47591,-5,thermo_24dcc3-a0edbc-QdWEfv.csv
24DCC3AFE9D8,3,47591,-5,thermo_24dcc3-afe9d8-glDC3p.csv
24DCC3A175DC,3,47591,-5,thermo_24dcc3-a175dc-EUoSWz.csv
A842E3405910,4,3848,-5,thermo_a842e3-405910-dMaNNf.csv
B0A732C9C7C0,3,3598,-5,thermo_b0a732-c9c7c0-gwdk7c.csv
B0A732C531CC,1,45746,-5,thermo_b0a732-c531cc-sZPOxS.csv
24DCC39FEC80,1,25414,-5,thermo_24dcc3-9fec80-pjAulV.csv
24DCC3AFE7C0,1,47591,-5,thermo_24dcc3-afe7c0-6wcWPH.csv
