date,heat_runtime,cool_runtime,auxiliary_heat_runtime_00,emergency_heat_runtime_00,cooling_setpoint_00,heating_setpoint_00,temp_in_00,auxiliary_heat_runtime_01,emergency_heat_runtime_01,cooling_setpoint_01,heating_setpoint_01,temp_in_01,auxiliary_heat_runtime_02,emergency_heat_runtime_02,cooling_setpoint_02,heating_setpoint_02,temp_in_02,auxiliary_heat_runtime_03,emergency_heat_runtime_03,cooling_setpoint_03,heating_setpoint_03,temp_in_03,auxiliary_heat_runtime_04,emergency_heat_runtime_04,cooling_setpoint_04,heating_setpoint_04,temp_in_04,auxiliary_heat_runtime_05,emergency_heat_runtime_05,cooling_setpoint_05,heating_setpoint_05,temp_in_05,auxiliary_heat_runtime_06,emergency_heat_runtime_06,cooling_setpoint_06,heating_setpoint_06,temp_in_06,auxiliary_heat_runtime_07,emergency_heat_runtime_07,cooling_setpoint_07,heating_setpoint_07,temp_in_07,auxiliary_heat_runtime_08,emergency_heat_runtime_08,cooling_setpoint_08,heating_setpoint_08,temp_in_08,auxiliary_heat_runtime_09,emergency_heat_runtime_09,cooling_setpoint_09,heating_setpoint_09,temp_in_09,auxiliary_heat_runtime_10,emergency_heat_runtime_10,cooling_setpoint_10,heating_setpoint_10,temp_in_10,auxiliary_heat_runtime_11,emergency_heat_runtime_11,cooling_setpoint_11,heating_setpoint_11,temp_in_11,auxiliary_heat_runtime_12,emergency_heat_runtime_12,cooling_setpoint_12,heating_setpoint_12,temp_in_12,auxiliary_heat_runtime_13,emergency_heat_runtime_13,cooling_setpoint_13,heating_setpoint_13,temp_in_13,auxiliary_heat_runtime_14,emergency_heat_runtime_14,cooling_setpoint_14,heating_setpoint_14,temp_in_14,auxiliary_heat_runtime_15,emergency_heat_runtime_15,cooling_setpoint_15,heating_setpoint_15,temp_in_15,auxiliary_heat_runtime_16,emergency_heat_runtime_16,cooling_setpoint_16,heating_setpoint_16,temp_in_16,auxiliary_heat_runtime_17,emergency_heat_runtime_17,cooling_setpoint_17,heating_setpoint_17,temp_in_17,auxiliary_heat_runtime_18,emergency_heat_runtime_18,cooling_setpoint_18,heating_setpoint_18,temp_in_18,auxiliary_heat_runtime_19,emergency_heat_runtime_19,cooling_setpoint_19,heating_setpoint_19,temp_in_19,auxiliary_heat_runtime_20,emergency_heat_runtime_20,cooling_setpoint_20,heating_setpoint_20,temp_in_20,auxiliary_heat_runtime_21,emergency_heat_runtime_21,cooling_setpoint_21,heating_setpoint_21,temp_in_21,auxiliary_heat_runtime_22,emergency_heat_runtime_22,cooling_setpoint_22,heating_setpoint_22,temp_in_22,auxiliary_heat_runtime_23,emergency_heat_runtime_23,cooling_setpoint_23,heating_setpoint_23,temp_in_23
2024-05-23,1.48,1357.15,0,0,78.0,78.0,76.0,0,0,68.67,68.67,65.83,0,0,71.8,71.8,58.3,0,0,71.5,71.5,71.43,0,0,71.5,71.5,71.5,0,0,72.14,72.14,71.43,0,0,71.5,71.5,71.5,0,0,70.6,70.6,71.43,0,0,72.4,72.4,71.33,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.29,0,0,71.5,71.5,71.38,0,0,71.5,71.5,71.38,0,0,70.6,70.6,71.43,0,0,71.5,71.5,71.5,0,0,72.14,72.14,71.43,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43,0,0,71.5,71.5,71.5,0,0,70.71,70.71,71.62
2024-05-24,0.0,1440.7,0,0,69.0,69.0,71.86,0,0,69.67,69.67,62.75,0,0,71.33,71.33,71.57,0,0,71.5,71.5,71.5,0,0,71.5,71.5,71.43,0,0,71.5,71.5,71.29,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.29,0,0,71.5,71.5,71.25,0,0,71.5,71.5,71.2,0,0,67.0,67.0,71.5,0,0,76.0,76.0,71.0,0,0,70.4,70.4,71.67,0,0,71.5,71.5,71.5,0,0,71.5,71.5,71.5,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43,0,0,71.5,71.5,71.5,0,0,71.5,71.5,71.5,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43,0,0,70.86,70.86,71.57,0,0,72.14,72.14,71.43
2024-05-25,0.0,1440.9,0,0,71.5,71.5,71.5,0,0,70.86,70.86,62.62,0,0,72.14,72.14,71.43,0,0,71.5,71.5,71.5,0,0,69.83,69.83,71.67,0,0,72.4,72.4,71.29,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,70.0,70.0,71.4,0,0,73.0,73.0,71.2,0,0,70.4,70.4,72.0,0,0,70.4,70.4,71.57,0,0,69.83,69.83,71.71,0,0,70.2,70.2,71.71,0,0,69.0,69.0,71.83,0,0,71.25,71.25,71.67,0,0,69.0,69.0,71.86,0,0,70.4,70.4,71.67,0,0,70.2,70.2,71.78,0,0,69.0,69.0,71.83,0,0,68.75,68.75,71.86
2024-05-26,0.0,1459.33,0,0,76.0,76.0,72.4,0,0,69.29,69.29,64.6,0,0,70.4,70.4,71.67,0,0,72.4,72.4,71.4,0,0,70.6,70.6,71.6,0,0,72.4,72.4,71.4,0,0,70.6,70.6,71.6,0,0,72.4,72.4,71.4,0,0,70.6,70.6,71.6,0,0,72.4,72.4,71.4,0,0,71.5,71.5,71.33,0,0,71.5,71.5,71.33,0,0,70.0,70.0,71.4,0,0,71.25,71.25,72.4,0,0,69.83,69.83,71.62,0,0,70.57,70.57,71.57,0,0,70.6,70.6,71.6,0,0,69.67,69.67,71.67,0,0,66.0,66.0,72.0,0,0,66.0,66.0,72.75,0,0,66.0,66.0,74.0,0,0,66.5,66.5,74.22,0,0,66.0,66.0,75.0,0,0,66.0,66.0,75.0
2024-05-27,0.0,1425.03,0,0,66.0,66.0,75.0,0,0,66.5,66.5,60.0,0,0,66.0,66.0,75.0,0,0,66.0,66.0,74.0,0,0,66.0,66.0,73.33,0,0,66.0,66.0,73.0,0,0,66.0,66.0,73.0,0,0,66.5,66.5,72.0,0,0,66.0,66.0,72.0,0,0,69.67,69.67,71.7,0,0,71.25,71.25,71.57,0,0,69.67,69.67,71.6,0,0,69.0,69.0,71.57,0,0,66.0,66.0,72.5,0,0,66.0,66.0,73.0,0,0,66.0,66.0,73.0,0,0,66.0,66.0,73.0,0,0,66.0,66.0,73.0,0,0,66.0,66.0,73.0,0,0,66.0,66.0,74.0,0,0,66.0,66.0,74.0,0,0,66.0,66.0,74.0,0,0,66.0,66.0,74.0,0,0,66.0,66.0,75.0
2024-05-28,0.0,1433.93,0,0,66.0,66.0,75.0,0,0,66.5,66.5,60.0,0,0,66.0,66.0,74.67,0,0,66.0,66.0,74.0,0,0,76.0,76.0,72.5,0,0,70.4,70.4,71.67,0,0,70.6,70.6,71.6,0,0,72.4,72.4,71.4,0,0,70.6,70.6,71.6,0,0,72.4,72.4,71.4,0,0,70.6,70.6,71.43,0,0,71.5,71.5,71.33,0,0,72.4,72.4,71.29,0,0,69.67,69.67,71.67,0,0,69.83,69.83,71.62,0,0,70.0,70.0,71.75,0,0,69.67,69.67,71.75,0,0,69.67,69.67,71.75,0,0,71.25,71.25,71.71,0,0,69.29,69.29,71.78,0,0,68.75,68.75,71.86,0,0,69.67,69.67,71.86,0,0,69.67,69.67,71.83,0,0,69.67,69.67,71.83
2024-05-29,1179.7,286.3,0,0,71.25,71.25,71.75,0,0,68.4,68.4,62.88,0,0,70.4,70.4,71.67,0,0,76.0,76.0,70.75,0,0,76.0,76.0,67.75,0,0,72.0,72.0,65.2,0,0,72.0,72.0,64.0,0,0,72.0,72.0,63.0,0,0,72.0,72.0,63.0,0,0,72.0,72.0,62.5,0,0,72.0,72.0,62.0,0,0,72.0,72.0,62.0,0,0,72.0,72.0,62.0,0,0,72.0,72.0,62.0,0,0,72.0,72.0,62.67,0,0,72.0,72.0,64.0,0,0,72.0,72.0,63.5,0,0,62.0,62.0,65.4,0,0,62.0,62.0,67.25,0,0,71.5,71.5,65.83,0,0,72.0,72.0,65.0,0,0,62.0,62.0,66.0,0,0,62.0,62.0,68.33,0,0,62.0,62.0,69.0
2024-05-30,1417.18,0.0,0,0,62.0,62.0,68.33,0,0,62.0,62.0,46.0,0,0,62.0,62.0,68.33,0,0,62.0,62.0,68.5,0,0,62.0,62.0,68.0,0,0,71.5,71.5,66.17,0,0,62.0,62.0,66.5,0,0,62.0,62.0,67.5,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,67.67,0,0,62.0,62.0,67.0,0,0,62.0,62.0,67.0,0,0,62.0,62.0,67.75,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,71.0,71.0,67.25,0,0,62.0,62.0,67.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,68.0,0,0,62.0,62.0,67.25
2024-05-31,834.22,1.83,0,0,71.5,71.5,66.25,0,0,71.5,71.5,55.86,0,0,72.0,72.0,64.0,0,0,72.0,72.0,63.0,0,0,72.0,72.0,63.0,0,0,70.5,70.5,49.47,0,0,62.0,62.0,68.5,0,0,62.0,62.0,70.0,0,0,62.0,62.0,70.67,0,0,62.0,62.0,72.0,0,0,62.0,62.0,72.0,0,0,62.0,62.0,72.0,0,0,62.0,62.0,72.0,0,0,62.0,62.0,72.0,0,0,62.0,62.0,48.33,0,0,62.0,62.0,73.0,0,0,62.0,62.0,74.0,0,0,62.0,62.0,74.5,0,0,62.0,62.0,75.0,0,0,62.0,62.0,75.5,0,0,62.0,62.0,76.5,0,0,62.0,62.0,77.0,0,0,62.0,62.0,78.0,0,0,62.0,62.0,78.0
